"","Name"
"1631",">hsa-miR-1200 MIMAT0005863"
"1632",">hsa-miR-3199 MIMAT0015084"
"1633",">hsa-miR-152-3p MIMAT0000438"
"1634",">hsa-miR-361-5p MIMAT0000703"
"1635",">hsa-miR-1199-3p MIMAT0031120"
"1636",">hsa-miR-6751-3p MIMAT0027403"
"1637",">hsa-miR-6757-3p MIMAT0027415"
"1638",">hsa-miR-6871-5p MIMAT0027642"
"1639",">hsa-miR-656-3p MIMAT0003332"
"1640",">hsa-miR-4728-5p MIMAT0019849"
"1641",">hsa-miR-23c MIMAT0018000"
"1642",">hsa-miR-4717-3p MIMAT0019830"
"1643",">hsa-miR-517c-3p MIMAT0002866"
"1644",">hsa-miR-520c-3p MIMAT0002846"
"1645",">hsa-miR-6854-5p MIMAT0027608"
"1646",">hsa-miR-6849-3p MIMAT0027599"
"1647",">hsa-miR-4310 MIMAT0016862"
"1648",">hsa-miR-5591-5p MIMAT0022301"
"1649",">hsa-miR-509-3p MIMAT0002881"
"1650",">hsa-miR-4277 MIMAT0016908"
"1651",">hsa-miR-4722-3p MIMAT0019837"
"1652",">hsa-miR-6729-5p MIMAT0027359"
"1653",">hsa-miR-4496 MIMAT0019031"
"1654",">hsa-miR-4764-3p MIMAT0019915"
"1655",">hsa-miR-4782-5p MIMAT0019944"
"1656",">hsa-miR-708-3p MIMAT0004927"
"1657",">hsa-miR-1323 MIMAT0005795"
"1658",">hsa-let-7i-5p MIMAT0000415"
"1659",">hsa-miR-384 MIMAT0001075"
"1660",">hsa-miR-4292 MIMAT0016919"
"1661",">hsa-miR-1273g-3p MIMAT0022742"
"1662",">hsa-miR-4699-3p MIMAT0019795"
"1663",">hsa-miR-500b-3p MIMAT0027032"
"1664",">hsa-miR-1252-5p MIMAT0005944"
"1665",">hsa-miR-4802-5p MIMAT0019981"
"1666",">hsa-miR-4509 MIMAT0019046"
"1667",">hsa-miR-6090 MIMAT0023715"
"1668",">hsa-miR-654-3p MIMAT0004814"
"1669",">hsa-miR-4679 MIMAT0019763"
"1670",">hsa-miR-429 MIMAT0001536"
"1671",">hsa-miR-584-3p MIMAT0022708"
"1672",">hsa-miR-508-3p MIMAT0002880"
"1673",">hsa-miR-4655-5p MIMAT0019721"
"1674",">hsa-miR-6808-5p MIMAT0027516"
"1675",">hsa-miR-4762-5p MIMAT0019910"
"1676",">hsa-miR-6837-5p MIMAT0027576"
"1677",">hsa-miR-200b-5p MIMAT0004571"
"1678",">hsa-miR-6801-3p MIMAT0027503"
"1679",">hsa-miR-548d-5p MIMAT0004812"
"1680",">hsa-miR-3157-3p MIMAT0019210"
"1681",">hsa-miR-324-5p MIMAT0000761"
"1682",">hsa-miR-26a-1-3p MIMAT0004499"
"1683",">hsa-miR-3713 MIMAT0018164"
"1684",">hsa-miR-4280 MIMAT0016911"
"1685",">hsa-miR-6743-5p MIMAT0027387"
"1686",">hsa-miR-6855-5p MIMAT0027610"
"1687",">hsa-miR-1294 MIMAT0005884"
"1688",">hsa-miR-5696 MIMAT0022489"
"1689",">hsa-miR-7158-5p MIMAT0028226"
"1690",">hsa-miR-548aa MIMAT0018447"
"1691",">hsa-miR-3157-5p MIMAT0015031"
"1692",">hsa-miR-154-3p MIMAT0000453"
"1693",">hsa-miR-122-3p MIMAT0004590"
"1694",">hsa-miR-1270 MIMAT0005924"
"1695",">hsa-miR-769-3p MIMAT0003887"
"1696",">hsa-miR-3168 MIMAT0015043"
"1697",">hsa-miR-143-3p MIMAT0000435"
"1698",">hsa-miR-6874-5p MIMAT0027648"
"1699",">hsa-miR-516b-3p MIMAT0002860"
"1700",">hsa-miR-10b-5p MIMAT0000254"
"1701",">hsa-miR-4677-5p MIMAT0019760"
"1702",">hsa-miR-7705 MIMAT0030020"
"1703",">hsa-miR-6847-3p MIMAT0027595"
"1704",">hsa-miR-6755-5p MIMAT0027410"
"1705",">hsa-miR-512-3p MIMAT0002823"
"1706",">hsa-miR-153-3p MIMAT0000439"
"1707",">hsa-miR-4454 MIMAT0018976"
"1708",">hsa-miR-8064 MIMAT0030991"
"1709",">hsa-miR-7110-3p MIMAT0028118"
"1710",">hsa-miR-423-3p MIMAT0001340"
"1711",">hsa-miR-331-5p MIMAT0004700"
"1712",">hsa-miR-190a-3p MIMAT0026482"
"1713",">hsa-miR-610 MIMAT0003278"
"1714",">hsa-miR-198 MIMAT0000228"
"1715",">hsa-miR-4536-5p MIMAT0019078"
"1716",">hsa-miR-4760-5p MIMAT0019906"
"1717",">hsa-miR-3924 MIMAT0018199"
"1718",">hsa-miR-5692b MIMAT0022497"
"1719",">hsa-miR-6742-5p MIMAT0027385"
"1720",">hsa-miR-612 MIMAT0003280"
"1721",">hsa-miR-935 MIMAT0004978"
"1722",">hsa-miR-8089 MIMAT0031016"
"1723",">hsa-miR-6774-3p MIMAT0027449"
"1724",">hsa-miR-4503 MIMAT0019039"
"1725",">hsa-miR-762 MIMAT0010313"
"1726",">hsa-miR-150-3p MIMAT0004610"
"1727",">hsa-miR-548aq-5p MIMAT0022263"
"1728",">hsa-miR-4999-3p MIMAT0021018"
"1729",">hsa-miR-3130-5p MIMAT0014995"
"1730",">hsa-miR-6883-3p MIMAT0027667"
"1731",">hsa-miR-497-3p MIMAT0004768"
"1732",">hsa-miR-3689c MIMAT0019007"
"1733",">hsa-miR-8082 MIMAT0031009"
"1734",">hsa-miR-548bb-3p MIMAT0035704"
"1735",">hsa-miR-6818-5p MIMAT0027536"
"1736",">hsa-miR-6506-5p MIMAT0025468"
"1737",">hsa-miR-4315 MIMAT0016866"
"1738",">hsa-miR-676-3p MIMAT0018204"
"1739",">hsa-miR-6508-3p MIMAT0025473"
"1740",">hsa-miR-3181 MIMAT0015061"
"1741",">hsa-miR-3927-3p MIMAT0018202"
"1742",">hsa-miR-5193 MIMAT0021124"
"1743",">hsa-miR-7843-5p MIMAT0030411"
"1744",">hsa-miR-6781-3p MIMAT0027463"
"1745",">hsa-miR-376b-3p MIMAT0002172"
"1746",">hsa-miR-4259 MIMAT0016880"
"1747",">hsa-miR-566 MIMAT0003230"
"1748",">hsa-miR-371a-5p MIMAT0004687"
"1749",">hsa-miR-548e-5p MIMAT0026736"
"1750",">hsa-miR-651-5p MIMAT0003321"
"1751",">hsa-miR-422a MIMAT0001339"
"1752",">hsa-miR-4642 MIMAT0019702"
"1753",">hsa-miR-4724-3p MIMAT0019842"
"1754",">hsa-miR-7160-3p MIMAT0028231"
"1755",">hsa-miR-6744-5p MIMAT0027389"
"1756",">hsa-miR-4524a-3p MIMAT0019063"
"1757",">hsa-miR-873-3p MIMAT0022717"
"1758",">hsa-miR-362-3p MIMAT0004683"
"1759",">hsa-miR-4758-3p MIMAT0019904"
"1760",">hsa-miR-1263 MIMAT0005915"
"1761",">hsa-miR-6512-3p MIMAT0025481"
"1762",">hsa-miR-6073 MIMAT0023698"
"1763",">hsa-miR-670-5p MIMAT0010357"
"1764",">hsa-miR-1257 MIMAT0005908"
"1765",">hsa-miR-3911 MIMAT0018185"
"1766",">hsa-miR-4429 MIMAT0018944"
"1767",">hsa-miR-4711-5p MIMAT0019816"
"1768",">hsa-miR-3646 MIMAT0018065"
"1769",">hsa-miR-6085 MIMAT0023710"
"1770",">hsa-miR-4459 MIMAT0018981"
"1771",">hsa-miR-4667-5p MIMAT0019743"
"1772",">hsa-miR-146b-5p MIMAT0002809"
"1773",">hsa-miR-6730-5p MIMAT0027361"
"1774",">hsa-miR-378a-3p MIMAT0000732"
"1775",">hsa-miR-3650 MIMAT0018070"
"1776",">hsa-miR-4798-3p MIMAT0019975"
"1777",">hsa-miR-4789-5p MIMAT0019959"
"1778",">hsa-miR-4686 MIMAT0019773"
"1779",">hsa-miR-133b MIMAT0000770"
"1780",">hsa-miR-548ah-3p MIMAT0020957"
"1781",">hsa-miR-3663-5p MIMAT0018084"
"1782",">hsa-miR-410-5p MIMAT0026558"
"1783",">hsa-miR-4728-3p MIMAT0019850"
"1784",">hsa-miR-15b-5p MIMAT0000417"
"1785",">hsa-miR-548q MIMAT0011163"
"1786",">hsa-miR-572 MIMAT0003237"
"1787",">hsa-miR-4659b-5p MIMAT0019733"
"1788",">hsa-miR-4664-3p MIMAT0019738"
"1789",">hsa-miR-4478 MIMAT0019006"
"1790",">hsa-miR-4485-3p MIMAT0019019"
"1791",">hsa-miR-3648 MIMAT0018068"
"1792",">hsa-miR-4307 MIMAT0016860"
"1793",">hsa-miR-6081 MIMAT0023706"
"1794",">hsa-miR-937-5p MIMAT0022938"
"1795",">hsa-miR-181d-3p MIMAT0026608"
"1796",">hsa-miR-128-3p MIMAT0000424"
"1797",">hsa-miR-6829-5p MIMAT0027558"
"1798",">hsa-miR-7856-5p MIMAT0030431"
"1799",">hsa-miR-4756-5p MIMAT0019899"
"1800",">hsa-miR-3175 MIMAT0015052"
"1801",">hsa-miR-3158-5p MIMAT0019211"
"1802",">hsa-miR-4632-3p MIMAT0019688"
"1803",">hsa-miR-1237-3p MIMAT0005592"
"1804",">hsa-miR-4517 MIMAT0019054"
"1805",">hsa-miR-155-3p MIMAT0004658"
"1806",">hsa-miR-3128 MIMAT0014991"
"1807",">hsa-miR-1268a MIMAT0005922"
"1808",">hsa-miR-4661-3p MIMAT0019730"
"1809",">hsa-miR-7152-3p MIMAT0028215"
"1810",">hsa-miR-6828-3p MIMAT0027557"
"1811",">hsa-miR-8056 MIMAT0030983"
"1812",">hsa-miR-4444 MIMAT0018962"
"1813",">hsa-miR-6838-5p MIMAT0027578"
"1814",">hsa-miR-6757-5p MIMAT0027414"
"1815",">hsa-miR-501-5p MIMAT0002872"
"1816",">hsa-miR-342-5p MIMAT0004694"
"1817",">hsa-miR-6758-5p MIMAT0027416"
"1818",">hsa-miR-1229-3p MIMAT0005584"
"1819",">hsa-miR-642a-3p MIMAT0020924"
"1820",">hsa-miR-1284 MIMAT0005941"
"1821",">hsa-miR-1229-5p MIMAT0022942"
"1822",">hsa-miR-3185 MIMAT0015065"
"1823",">hsa-miR-4270 MIMAT0016900"
"1824",">hsa-miR-556-5p MIMAT0003220"
"1825",">hsa-miR-4705 MIMAT0019805"
"1826",">hsa-miR-519a-5p MIMAT0005452"
"1827",">hsa-miR-5094 MIMAT0021086"
"1828",">hsa-miR-145-3p MIMAT0004601"
"1829",">hsa-miR-759 MIMAT0010497"
"1830",">hsa-miR-2116-5p MIMAT0011160"
"1831",">hsa-miR-4741 MIMAT0019871"
"1832",">hsa-miR-6789-5p MIMAT0027478"
"1833",">hsa-miR-548t-5p MIMAT0015009"
"1834",">hsa-miR-29c-3p MIMAT0000681"
"1835",">hsa-miR-483-5p MIMAT0004761"
"1836",">hsa-let-7f-5p MIMAT0000067"
"1837",">hsa-miR-1539 MIMAT0007401"
"1838",">hsa-miR-6842-5p MIMAT0027586"
"1839",">hsa-miR-4745-5p MIMAT0019878"
"1840",">hsa-miR-7111-5p MIMAT0028119"
"1841",">hsa-miR-3675-3p MIMAT0018099"
"1842",">hsa-let-7d-5p MIMAT0000065"
"1843",">hsa-miR-3607-5p MIMAT0017984"
"1844",">hsa-miR-30e-5p MIMAT0000692"
"1845",">hsa-miR-555 MIMAT0003219"
"1846",">hsa-miR-1271-5p MIMAT0005796"
"1847",">hsa-miR-18a-3p MIMAT0002891"
"1848",">hsa-miR-1255b-2-3p MIMAT0022725"
"1849",">hsa-miR-378b MIMAT0014999"
"1850",">hsa-miR-7161-5p MIMAT0028232"
"1851",">hsa-miR-3915 MIMAT0018189"
"1852",">hsa-miR-5007-3p MIMAT0021036"
"1853",">hsa-miR-4462 MIMAT0018986"
"1854",">hsa-miR-6820-3p MIMAT0027541"
"1855",">hsa-miR-369-5p MIMAT0001621"
"1856",">hsa-miR-4537 MIMAT0019080"
"1857",">hsa-miR-5704 MIMAT0022498"
"1858",">hsa-miR-4450 MIMAT0018971"
"1859",">hsa-miR-4321 MIMAT0016874"
"1860",">hsa-miR-4799-3p MIMAT0019977"
"1861",">hsa-miR-4745-3p MIMAT0019879"
"1862",">hsa-miR-4725-5p MIMAT0019843"
"1863",">hsa-miR-6862-5p MIMAT0027625"
"1864",">hsa-miR-654-5p MIMAT0003330"
"1865",">hsa-miR-99a-3p MIMAT0004511"
"1866",">hsa-miR-626 MIMAT0003295"
"1867",">hsa-miR-130b-5p MIMAT0004680"
"1868",">hsa-miR-487a-5p MIMAT0026559"
"1869",">hsa-miR-6799-3p MIMAT0027499"
"1870",">hsa-miR-3064-3p MIMAT0019865"
"1871",">hsa-miR-6726-3p MIMAT0027354"
"1872",">hsa-miR-548au-3p MIMAT0022292"
"1873",">hsa-miR-939-5p MIMAT0004982"
"1874",">hsa-miR-485-5p MIMAT0002175"
"1875",">hsa-miR-4251 MIMAT0016883"
"1876",">hsa-miR-7158-3p MIMAT0028227"
"1877",">hsa-miR-4506 MIMAT0019042"
"1878",">hsa-miR-6880-3p MIMAT0027661"
"1879",">hsa-miR-144-5p MIMAT0004600"
"1880",">hsa-miR-122-5p MIMAT0000421"
"1881",">hsa-miR-206 MIMAT0000462"
"1882",">hsa-miR-548f-5p MIMAT0026739"
"1883",">hsa-miR-136-5p MIMAT0000448"
"1884",">hsa-miR-4715-5p MIMAT0019824"
"1885",">hsa-miR-6810-3p MIMAT0027521"
"1886",">hsa-miR-8072 MIMAT0030999"
"1887",">hsa-miR-4295 MIMAT0016844"
"1888",">hsa-miR-5195-3p MIMAT0021127"
"1889",">hsa-miR-3689f MIMAT0019010"
"1890",">hsa-miR-1972 MIMAT0009447"
"1891",">hsa-miR-340-5p MIMAT0004692"
"1892",">hsa-miR-3120-5p MIMAT0019198"
"1893",">hsa-miR-485-3p MIMAT0002176"
"1894",">hsa-miR-632 MIMAT0003302"
"1895",">hsa-miR-25-3p MIMAT0000081"
"1896",">hsa-miR-4684-3p MIMAT0019770"
"1897",">hsa-miR-6728-5p MIMAT0027357"
"1898",">hsa-miR-4289 MIMAT0016920"
"1899",">hsa-miR-3688-3p MIMAT0018116"
"1900",">hsa-miR-6851-5p MIMAT0027602"
"1901",">hsa-miR-455-3p MIMAT0004784"
"1902",">hsa-miR-425-5p MIMAT0003393"
"1903",">hsa-miR-181c-5p MIMAT0000258"
"1904",">hsa-miR-6717-5p MIMAT0025846"
"1905",">hsa-miR-5685 MIMAT0022475"
"1906",">hsa-miR-3668 MIMAT0018091"
"1907",">hsa-miR-338-3p MIMAT0000763"
"1908",">hsa-miR-499b-5p MIMAT0019897"
"1909",">hsa-miR-211-5p MIMAT0000268"
"1910",">hsa-miR-153-5p MIMAT0026480"
"1911",">hsa-miR-4703-3p MIMAT0019802"
"1912",">hsa-miR-767-5p MIMAT0003882"
"1913",">hsa-miR-219a-5p MIMAT0000276"
"1914",">hsa-miR-219a-1-3p MIMAT0004567"
"1915",">hsa-miR-4436b-5p MIMAT0019940"
"1916",">hsa-miR-3121-5p MIMAT0019199"
"1917",">hsa-miR-5572 MIMAT0022260"
"1918",">hsa-miR-4523 MIMAT0019061"
"1919",">hsa-miR-140-3p MIMAT0004597"
"1920",">hsa-miR-3659 MIMAT0018080"
"1921",">hsa-miR-3679-3p MIMAT0018105"
"1922",">hsa-miR-4526 MIMAT0019065"
"1923",">hsa-miR-7850-5p MIMAT0030425"
"1924",">hsa-miR-6134 MIMAT0024618"
"1925",">hsa-miR-625-5p MIMAT0003294"
"1926",">hsa-miR-369-3p MIMAT0000721"
"1927",">hsa-miR-1287-3p MIMAT0026738"
"1928",">hsa-miR-132-3p MIMAT0000426"
"1929",">hsa-miR-6882-5p MIMAT0027664"
"1930",">hsa-miR-1537-5p MIMAT0026765"
"1931",">hsa-miR-5002-3p MIMAT0021024"
"1932",">hsa-miR-639 MIMAT0003309"
"1933",">hsa-miR-6756-5p MIMAT0027412"
"1934",">hsa-miR-1908-3p MIMAT0026916"
"1935",">hsa-miR-6811-3p MIMAT0027523"
"1936",">hsa-miR-6514-3p MIMAT0025485"
"1937",">hsa-miR-6738-3p MIMAT0027378"
"1938",">hsa-miR-548h-5p MIMAT0005928"
"1939",">hsa-miR-595 MIMAT0003263"
"1940",">hsa-miR-662 MIMAT0003325"
"1941",">hsa-miR-130a-3p MIMAT0000425"
"1942",">hsa-miR-4736 MIMAT0019862"
"1943",">hsa-miR-5088-3p MIMAT0027041"
"1944",">hsa-miR-5004-5p MIMAT0021027"
"1945",">hsa-miR-142-3p MIMAT0000434"
"1946",">hsa-miR-4474-5p MIMAT0019234"
"1947",">hsa-miR-520d-5p MIMAT0002855"
"1948",">hsa-miR-1205 MIMAT0005869"
"1949",">hsa-miR-1537-3p MIMAT0007399"
"1950",">hsa-miR-5187-5p MIMAT0021117"
"1951",">hsa-miR-4428 MIMAT0018943"
"1952",">hsa-miR-4646-3p MIMAT0019708"
"1953",">hsa-miR-3529-5p MIMAT0019828"
"1954",">hsa-miR-6809-3p MIMAT0027519"
"1955",">hsa-miR-1-5p MIMAT0031892"
"1956",">hsa-miR-27a-3p MIMAT0000084"
"1957",">hsa-miR-671-5p MIMAT0003880"
"1958",">hsa-miR-1285-5p MIMAT0022719"
"1959",">hsa-miR-5007-5p MIMAT0021035"
"1960",">hsa-miR-3919 MIMAT0018193"
"1961",">hsa-miR-8059 MIMAT0030986"
"1962",">hsa-miR-539-5p MIMAT0003163"
"1963",">hsa-miR-3124-3p MIMAT0019200"
"1964",">hsa-miR-33b-5p MIMAT0003301"
"1965",">hsa-miR-7108-3p MIMAT0028114"
"1966",">hsa-miR-3916 MIMAT0018190"
"1967",">hsa-miR-4275 MIMAT0016905"
"1968",">hsa-miR-6744-3p MIMAT0027390"
"1969",">hsa-miR-6756-3p MIMAT0027413"
"1970",">hsa-miR-3170 MIMAT0015045"
"1971",">hsa-miR-3649 MIMAT0018069"
"1972",">hsa-miR-4754 MIMAT0019894"
"1973",">hsa-miR-5586-3p MIMAT0022288"
"1974",">hsa-miR-490-5p MIMAT0004764"
"1975",">hsa-miR-34c-5p MIMAT0000686"
"1976",">hsa-miR-522-3p MIMAT0002868"
"1977",">hsa-miR-3689b-5p MIMAT0018180"
"1978",">hsa-miR-4306 MIMAT0016858"
"1979",">hsa-miR-4515 MIMAT0019052"
"1980",">hsa-miR-1254 MIMAT0005905"
"1981",">hsa-miR-373-3p MIMAT0000726"
"1982",">hsa-miR-365b-5p MIMAT0022833"
"1983",">hsa-miR-4802-3p MIMAT0019982"
"1984",">hsa-miR-548aj-3p MIMAT0018990"
"1985",">hsa-miR-6876-3p MIMAT0027653"
"1986",">hsa-miR-185-5p MIMAT0000455"
"1987",">hsa-miR-3127-5p MIMAT0014990"
"1988",">hsa-miR-6503-3p MIMAT0025463"
"1989",">hsa-miR-3180-5p MIMAT0015057"
"1990",">hsa-miR-5698 MIMAT0022491"
"1991",">hsa-miR-4477b MIMAT0019005"
"1992",">hsa-miR-888-5p MIMAT0004916"
"1993",">hsa-miR-548ah-5p MIMAT0018972"
"1994",">hsa-miR-7-2-3p MIMAT0004554"
"1995",">hsa-miR-4520-2-3p MIMAT0020300"
"1996",">hsa-miR-6077 MIMAT0023702"
"1997",">hsa-miR-3123 MIMAT0014985"
"1998",">hsa-miR-4693-5p MIMAT0019784"
"1999",">hsa-miR-6807-3p MIMAT0027515"
"2000",">hsa-miR-4283 MIMAT0016914"
"2001",">hsa-miR-922 MIMAT0004972"
"2002",">hsa-miR-6890-5p MIMAT0027680"
"2003",">hsa-miR-4284 MIMAT0016915"
"2004",">hsa-miR-4789-3p MIMAT0019960"
"2005",">hsa-miR-7702 MIMAT0030017"
"2006",">hsa-miR-513a-5p MIMAT0002877"
"2007",">hsa-miR-6787-5p MIMAT0027474"
"2008",">hsa-miR-3667-5p MIMAT0018089"
"2009",">hsa-miR-450a-5p MIMAT0001545"
"2010",">hsa-miR-3118 MIMAT0014980"
"2011",">hsa-miR-6076 MIMAT0023701"
"2012",">hsa-miR-1290 MIMAT0005880"
"2013",">hsa-miR-3163 MIMAT0015037"
"2014",">hsa-miR-7154-5p MIMAT0028218"
"2015",">hsa-miR-663a MIMAT0003326"
"2016",">hsa-miR-6824-5p MIMAT0027548"
"2017",">hsa-miR-9-5p MIMAT0000441"
"2018",">hsa-miR-548f-3p MIMAT0005895"
"2019",">hsa-miR-378c MIMAT0016847"
"2020",">hsa-miR-216a-3p MIMAT0022844"
"2021",">hsa-miR-6831-5p MIMAT0027562"
"2022",">hsa-miR-892c-3p MIMAT0025858"
"2023",">hsa-miR-125a-5p MIMAT0000443"
"2024",">hsa-miR-378e MIMAT0018927"
"2025",">hsa-miR-3617-5p MIMAT0017997"
"2026",">hsa-miR-3662 MIMAT0018083"
"2027",">hsa-miR-604 MIMAT0003272"
"2028",">hsa-miR-4278 MIMAT0016910"
"2029",">hsa-miR-3140-3p MIMAT0015008"
"2030",">hsa-miR-181b-2-3p MIMAT0031893"
"2031",">hsa-miR-4540 MIMAT0019083"
"2032",">hsa-miR-6130 MIMAT0024614"
"2033",">hsa-miR-3907 MIMAT0018179"
"2034",">hsa-miR-493-3p MIMAT0003161"
"2035",">hsa-miR-4456 MIMAT0018978"
"2036",">hsa-miR-5009-3p MIMAT0021042"
"2037",">hsa-miR-99a-5p MIMAT0000097"
"2038",">hsa-miR-196a-5p MIMAT0000226"
"2039",">hsa-miR-4743-5p MIMAT0019874"
"2040",">hsa-miR-4723-3p MIMAT0019839"
"2041",">hsa-miR-6763-5p MIMAT0027426"
"2042",">hsa-miR-6809-5p MIMAT0027518"
"2043",">hsa-miR-890 MIMAT0004912"
"2044",">hsa-miR-4667-3p MIMAT0019744"
"2045",">hsa-miR-1247-5p MIMAT0005899"
"2046",">hsa-miR-6512-5p MIMAT0025480"
"2047",">hsa-miR-3613-3p MIMAT0017991"
"2048",">hsa-miR-548a-5p MIMAT0004803"
"2049",">hsa-miR-1180-5p MIMAT0026735"
"2050",">hsa-miR-526b-3p MIMAT0002836"
"2051",">hsa-miR-4669 MIMAT0019749"
"2052",">hsa-miR-497-5p MIMAT0002820"
"2053",">hsa-miR-4426 MIMAT0018941"
"2054",">hsa-miR-3976 MIMAT0019361"
"2055",">hsa-miR-3196 MIMAT0015080"
"2056",">hsa-miR-1273g-5p MIMAT0020602"
"2057",">hsa-miR-6840-5p MIMAT0027582"
"2058",">hsa-miR-6889-5p MIMAT0027678"
"2059",">hsa-miR-642b-3p MIMAT0018444"
"2060",">hsa-miR-363-3p MIMAT0000707"
"2061",">hsa-miR-3620-3p MIMAT0018001"
"2062",">hsa-miR-4265 MIMAT0016891"
"2063",">hsa-miR-6869-5p MIMAT0027638"
"2064",">hsa-miR-3154 MIMAT0015028"
"2065",">hsa-miR-4685-5p MIMAT0019771"
"2066",">hsa-miR-6853-3p MIMAT0027607"
"2067",">hsa-miR-4520-3p MIMAT0019057"
"2068",">hsa-miR-3978 MIMAT0019363"
"2069",">hsa-miR-493-5p MIMAT0002813"
"2070",">hsa-miR-5683 MIMAT0022472"
"2071",">hsa-miR-629-5p MIMAT0004810"
"2072",">hsa-miR-4675 MIMAT0019757"
"2073",">hsa-miR-6776-3p MIMAT0027453"
"2074",">hsa-miR-4423-5p MIMAT0019232"
"2075",">hsa-miR-5009-5p MIMAT0021041"
"2076",">hsa-miR-6780b-3p MIMAT0027573"
"2077",">hsa-miR-655-3p MIMAT0003331"
"2078",">hsa-miR-181d-5p MIMAT0002821"
"2079",">hsa-miR-4443 MIMAT0018961"
"2080",">hsa-miR-4528 MIMAT0019067"
"2081",">hsa-miR-2116-3p MIMAT0011161"
"2082",">hsa-miR-6895-5p MIMAT0027690"
"2083",">hsa-miR-22-5p MIMAT0004495"
"2084",">hsa-miR-3190-3p MIMAT0022839"
"2085",">hsa-miR-548m MIMAT0005917"
"2086",">hsa-miR-18b-3p MIMAT0004751"
"2087",">hsa-miR-28-5p MIMAT0000085"
"2088",">hsa-miR-6070 MIMAT0023695"
"2089",">hsa-miR-323a-3p MIMAT0000755"
"2090",">hsa-miR-8068 MIMAT0030995"
"2091",">hsa-miR-3173-3p MIMAT0015048"
"2092",">hsa-miR-6861-5p MIMAT0027623"
"2093",">hsa-miR-6767-5p MIMAT0027434"
"2094",">hsa-miR-8061 MIMAT0030988"
"2095",">hsa-miR-519c-3p MIMAT0002832"
"2096",">hsa-miR-6785-3p MIMAT0027471"
"2097",">hsa-miR-129-5p MIMAT0000242"
"2098",">hsa-miR-1295b-3p MIMAT0022294"
"2099",">hsa-miR-4733-5p MIMAT0019857"
"2100",">hsa-miR-7159-3p MIMAT0028229"
"2101",">hsa-miR-3136-3p MIMAT0019203"
"2102",">hsa-miR-658 MIMAT0003336"
"2103",">hsa-miR-182-5p MIMAT0000259"
"2104",">hsa-miR-548ak MIMAT0019013"
"2105",">hsa-miR-5588-5p MIMAT0022295"
"2106",">hsa-miR-3143 MIMAT0015012"
"2107",">hsa-miR-504-5p MIMAT0002875"
"2108",">hsa-miR-411-3p MIMAT0004813"
"2109",">hsa-miR-4439 MIMAT0018957"
"2110",">hsa-miR-7111-3p MIMAT0028120"
"2111",">hsa-miR-6727-5p MIMAT0027355"
"2112",">hsa-miR-514a-3p MIMAT0002883"
"2113",">hsa-miR-4672 MIMAT0019754"
"2114",">hsa-miR-4714-3p MIMAT0019823"
"2115",">hsa-miR-4753-3p MIMAT0019891"
"2116",">hsa-miR-1825 MIMAT0006765"
"2117",">hsa-miR-3925-5p MIMAT0018200"
"2118",">hsa-miR-132-5p MIMAT0004594"
"2119",">hsa-miR-6509-5p MIMAT0025474"
"2120",">hsa-miR-4699-5p MIMAT0019794"
"2121",">hsa-miR-5787 MIMAT0023252"
"2122",">hsa-miR-1909-3p MIMAT0007883"
"2123",">hsa-miR-30c-5p MIMAT0000244"
"2124",">hsa-miR-455-5p MIMAT0003150"
"2125",">hsa-miR-4761-3p MIMAT0019909"
"2126",">hsa-miR-4760-3p MIMAT0019907"
"2127",">hsa-miR-5585-3p MIMAT0022286"
"2128",">hsa-miR-6893-3p MIMAT0027687"
"2129",">hsa-miR-6889-3p MIMAT0027679"
"2130",">hsa-miR-1911-3p MIMAT0007886"
"2131",">hsa-miR-195-3p MIMAT0004615"
"2132",">hsa-miR-1303 MIMAT0005891"
"2133",">hsa-miR-5589-3p MIMAT0022298"
"2134",">hsa-miR-4649-3p MIMAT0019712"
"2135",">hsa-miR-548aj-5p MIMAT0022739"
"2136",">hsa-miR-4747-3p MIMAT0019883"
"2137",">hsa-miR-7161-3p MIMAT0028233"
"2138",">hsa-miR-1295a MIMAT0005885"
"2139",">hsa-miR-376b-5p MIMAT0022923"
"2140",">hsa-miR-4637 MIMAT0019694"
"2141",">hsa-miR-6800-5p MIMAT0027500"
"2142",">hsa-miR-506-5p MIMAT0022701"
"2143",">hsa-miR-1182 MIMAT0005827"
"2144",">hsa-miR-653-3p MIMAT0026625"
"2145",">hsa-miR-6871-3p MIMAT0027643"
"2146",">hsa-miR-299-5p MIMAT0002890"
"2147",">hsa-miR-6803-5p MIMAT0027506"
"2148",">hsa-miR-548p MIMAT0005934"
"2149",">hsa-miR-4470 MIMAT0018997"
"2150",">hsa-miR-6788-5p MIMAT0027476"
"2151",">hsa-miR-1203 MIMAT0005866"
"2152",">hsa-miR-3137 MIMAT0015005"
"2153",">hsa-miR-615-3p MIMAT0003283"
"2154",">hsa-miR-1185-2-3p MIMAT0022713"
"2155",">hsa-miR-5691 MIMAT0022483"
"2156",">hsa-miR-6776-5p MIMAT0027452"
"2157",">hsa-miR-548ad-3p MIMAT0018946"
"2158",">hsa-miR-524-5p MIMAT0002849"
"2159",">hsa-miR-3685 MIMAT0018113"
"2160",">hsa-miR-7977 MIMAT0031180"
"2161",">hsa-miR-4787-5p MIMAT0019956"
"2162",">hsa-miR-519d-3p MIMAT0002853"
"2163",">hsa-miR-449c-3p MIMAT0013771"
"2164",">hsa-miR-5581-3p MIMAT0022276"
