EXO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CELL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
hsa-miR-26a-1-5p,3108.736207,-0.049644267,0.369494611,-0.134357214,0.893120113,0.96376268,,15536.52152,-0.02675897,0.363451729,-0.073624551,0.941309135,0.998389561,-0.022885297
hsa-miR-26a-2-5p,3108.870178,-0.049733594,0.369500249,-0.134596916,0.89293058,0.96376268,,15540.15592,-0.026828787,0.363450124,-0.073816971,0.941156023,0.998389561,-0.022904807
hsa-miR-26b-5p,542.0706425,0.446986949,0.384128342,1.163639599,0.244570097,0.96376268,,1769.256499,0.274862847,0.374009998,0.734907754,0.462395676,0.998389561,0.172124102
hsa-miR-27a-3p,5229.0492,-0.271202654,0.571498817,-0.474546308,0.635110383,0.96376268,,9996.431449,0.13344727,0.320775146,0.416014991,0.677399033,0.998389561,-0.404649924
hsa-miR-27a-5p,32.15684395,-0.321952543,0.552256981,-0.582975959,0.559909484,0.96376268,,143.0171993,0.1338737,0.373920282,0.358027382,0.720322822,0.998389561,-0.455826243
hsa-miR-27b-3p,3493.093503,-0.285062058,0.468809883,-0.608054711,0.543151188,0.96376268,,7224.347088,-0.165603904,0.345403629,-0.479450388,0.631618255,0.998389561,-0.119458154
hsa-miR-27b-5p,4.23590242,-0.735193317,0.567387697,-1.29575125,0.195061199,0.928042681,,20.81480861,-0.41153639,0.434700144,-0.94671326,0.343784912,0.998389561,-0.323656927
hsa-miR-28-3p,158.1195941,0.146659023,0.382409593,0.383512928,0.701339486,0.96376268,,228.2785352,0.020499328,0.3302553,0.062071156,0.950506166,0.998389561,0.126159695
hsa-miR-28-5p,21.34895376,0.218044924,0.519267498,0.419908669,0.674552174,0.96376268,,102.4297262,-0.236157705,0.41186161,-0.573390913,0.566380042,0.998389561,0.454202629
hsa-miR-29a-3p,1746.090375,-0.201016272,0.553324108,-0.363288476,0.716389401,0.96376268,,6954.795234,0.315593246,0.353480171,0.892817395,0.371954969,0.998389561,-0.516609518
hsa-miR-29b-1-3p,40.67445645,0.05809496,0.504574262,0.115136591,0.908336858,0.96376268,,381.361065,-0.094478467,0.378934246,-0.24932681,0.803107995,0.998389561,0.152573427
hsa-miR-29b-2-3p,40.59938678,0.053600221,0.505080341,0.106122168,0.915485423,0.96376268,,365.6817004,-0.088769554,0.376694733,-0.235653824,0.813701304,0.998389561,0.142369775
hsa-miR-29c-3p,8.721913579,-0.062760468,0.501644687,-0.125109405,0.900436938,0.96376268,,28.27822352,0.38298141,0.398899263,0.960095556,0.337007125,0.998389561,-0.445741878
hsa-miR-29c-5p,6.971096506,0.474994898,0.576953428,0.823281178,0.410348115,0.96376268,,11.33401147,-0.058985751,0.441151341,-0.133708652,0.893632963,0.998389561,0.533980649
hsa-miR-301a-5p,8.996367684,-0.401916567,0.526997293,-0.76265395,0.445669801,0.96376268,,18.26864309,-0.186918218,0.418601866,-0.446529825,0.655214574,0.998389561,-0.214998349
hsa-miR-3065-5p,10.72365691,-0.249436604,0.499541201,-0.499331394,0.617545942,0.96376268,,15.67443022,0.325058581,0.432241311,0.752030342,0.452032812,0.998389561,-0.574495185
hsa-miR-30a-3p,208.8002072,-0.290567702,0.359199005,-0.808932368,0.418554049,0.96376268,,280.3260353,0.081165855,0.374972338,0.216458247,0.828630568,0.998389561,-0.371733557
hsa-miR-30a-5p,5135.835721,-0.420995666,0.392866865,-1.071598812,0.283900267,0.96376268,,14737.74066,-0.201779748,0.365442866,-0.552151286,0.580844707,0.998389561,-0.219215918
hsa-miR-30b-5p,88.5220006,0.240045863,0.428134895,0.560678108,0.575016994,0.96376268,,303.0991042,-0.225093172,0.386253604,-0.582760057,0.560054838,0.998389561,0.465139035
hsa-miR-30c-1-5p,536.0213148,-0.060924524,0.40531327,-0.150314654,0.880516372,0.96376268,,1934.83529,-0.113496333,0.372831629,-0.304417126,0.760810122,0.998389561,0.052571809
hsa-miR-30c-2-3p,11.24317752,0.645988874,0.583452242,1.107183806,0.268214468,0.96376268,,39.45437052,-0.304790881,0.439946437,-0.692790883,0.488440795,0.998389561,0.950779755
hsa-miR-30c-2-5p,535.4364582,-0.058897092,0.405858769,-0.14511721,0.884618331,0.96376268,,1935.58542,-0.115406806,0.372944478,-0.309447686,0.756981001,0.998389561,0.056509714
hsa-miR-30d-3p,14.3818802,0.040534159,0.496755382,0.081597825,0.934966531,0.964520071,,33.98286552,-0.031525377,0.424344621,-0.07429192,0.940778106,0.998389561,0.072059536
hsa-miR-30d-5p,2764.13939,-0.073355217,0.446793385,-0.164181519,0.869588249,0.96376268,,12804.28897,0.11914104,0.322548158,0.369374425,0.711848658,0.998389561,-0.192496257
hsa-miR-30e-3p,185.0539813,0.041454641,0.421538542,0.098341282,0.921661299,0.96376268,,298.1357629,0.072058367,0.389833592,0.184843914,0.853351463,0.998389561,-0.030603726
hsa-miR-30e-5p,1008.683395,-0.006343205,0.431944795,-0.014685221,0.98828331,0.99661154,,4196.983654,0.207361386,0.371138554,0.558716911,0.576354936,0.998389561,-0.213704591
hsa-miR-31-3p,7.219327851,0.272271775,0.533164381,0.51067135,0.609581205,0.96376268,,29.16843566,-0.019155386,0.391966736,-0.048869927,0.961022955,0.998389561,0.291427161
hsa-miR-31-5p,132.4956265,-0.042925513,0.451266285,-0.095122357,0.92421764,0.96376268,,1248.966116,-0.699005259,0.421354004,-1.658950079,0.097125852,0.699533128,0.656079746
hsa-miR-3182-5p,440.908589,-1.390602789,0.566692486,-2.453893114,0.014131898,0.614020668,,95.56529665,0.430893144,0.457272561,0.942311391,0.346033238,0.998389561,-1.821495933
hsa-miR-32-3p,4.286561723,-0.335170183,0.569152037,-0.588893936,0.555932426,0.96376268,,20.24438809,0.092464847,0.410648813,0.225167696,0.821848819,0.998389561,-0.42763503
hsa-miR-32-5p,68.88911541,-0.10534182,0.439860743,-0.239489025,0.810726406,0.96376268,,219.6587064,-0.008972804,0.339566146,-0.02642432,0.978918897,0.998389561,-0.096369016
hsa-miR-320a-3p,1022.59559,-0.283251854,0.339465774,-0.834404751,0.404052941,0.96376268,,1614.478645,-0.143752804,0.39339778,-0.365413357,0.714802872,0.998389561,-0.13949905
hsa-miR-320a-5p,6.355161173,0.080861322,0.561970428,0.143888927,0.88558818,0.96376268,,19.72457896,-0.523162363,0.428364774,-1.221301083,0.221972043,0.990753267,0.604023685
hsa-miR-320b-1-3p,324.7002526,-0.265652872,0.431778536,-0.615252613,0.538387907,0.96376268,,285.8469632,-0.114137801,0.36122858,-0.315971125,0.752024425,0.998389561,-0.151515071
hsa-miR-320b-2-3p,370.0028654,-0.302494725,0.375650066,-0.805256678,0.420671576,0.96376268,,354.8856035,-0.064761656,0.371697063,-0.17423236,0.861682855,0.998389561,-0.237733069
hsa-miR-320c-1-3p,97.99520228,0.37310158,0.416734527,0.895297979,0.37062782,0.96376268,,62.1707372,-0.231397487,0.371020465,-0.623678501,0.532838745,0.998389561,0.604499067
hsa-miR-320c-2-3p,65.17181519,0.426861826,0.418030648,1.021125671,0.307194902,0.96376268,,41.75165484,-0.262323997,0.390093323,-0.67246472,0.501287893,0.998389561,0.689185823
hsa-miR-320d-1-3p,42.25155802,0.433774888,0.458487168,0.946100387,0.344097386,0.96376268,,19.82045656,-0.263889469,0.407775212,-0.647144459,0.517538454,0.998389561,0.697664357
hsa-miR-320d-2-3p,42.25155802,0.433774888,0.458487168,0.946100387,0.344097386,0.96376268,,19.82045656,-0.263889469,0.407775212,-0.647144459,0.517538454,0.998389561,0.697664357
hsa-miR-324-3p,11.19076211,1.055411458,0.509003597,2.073485265,0.038127141,0.720402296,,18.99918595,-0.081246141,0.411320207,-0.197525284,0.843416498,0.998389561,1.136657599
hsa-miR-324-5p,7.03023107,-0.017127391,0.552310547,-0.031010436,0.975261217,0.991676768,,15.69864781,-0.35096273,0.415938247,-0.843785664,0.398789188,0.998389561,0.333835339
hsa-miR-328-3p,16.79826656,-0.675175178,0.546128024,-1.236294693,0.216349043,0.928042681,,93.2925721,0.452315984,0.400764501,1.128632858,0.259052744,0.998389561,-1.127491162
hsa-miR-330-3p,39.46171897,0.095964539,0.479346176,0.20019882,0.84132509,0.96376268,,131.13802,-0.097982317,0.357751399,-0.273883813,0.784173911,0.998389561,0.193946856
hsa-miR-330-5p,10.15285179,-0.135572983,0.505835265,-0.268018053,0.788685423,0.96376268,,25.98194449,-0.242021303,0.405823536,-0.596370791,0.550927549,0.998389561,0.10644832
hsa-miR-331-3p,18.82118441,0.537225547,0.56945208,0.943407822,0.345472344,0.96376268,,74.14246908,-0.163600206,0.360251231,-0.454128097,0.649736631,0.998389561,0.700825753
hsa-miR-331-5p,8.290035766,0.535096055,0.528509993,1.012461566,0.311317414,0.96376268,,23.90388084,-0.409150487,0.401101337,-1.020067623,0.307696391,0.998389561,0.944246542
hsa-miR-335-3p,41.40441802,0.088551118,0.471717073,0.187720824,0.851095505,0.96376268,,176.3045994,-0.014027558,0.374451809,-0.037461584,0.97011697,0.998389561,0.102578676
hsa-miR-335-5p,19.84356571,-0.906596052,0.479188755,-1.891939328,0.058499065,0.754754498,,33.06758895,-0.419054188,0.421184427,-0.994942266,0.319764345,0.998389561,-0.487541864
hsa-miR-339-3p,16.59881354,0.166989984,0.486601421,0.343176112,0.731465974,0.96376268,,67.21136677,-0.213886828,0.369524201,-0.578816832,0.562712772,0.998389561,0.380876812
hsa-miR-339-5p,31.73340019,0.430688271,0.500898708,0.859831068,0.389882171,0.96376268,,174.5059596,-0.162974639,0.365066701,-0.446424281,0.655290797,0.998389561,0.59366291
hsa-miR-33a-5p,3.183560924,0.466598364,0.58239562,0.801170799,0.423032774,0.96376268,,21.46651385,0.256201762,0.401034391,0.638852347,0.522918991,0.998389561,0.210396602
hsa-miR-340-3p,10.27110703,-0.086728837,0.527156274,-0.164522062,0.86932018,0.96376268,,31.13504608,0.063915631,0.421476695,0.151646892,0.879465447,0.998389561,-0.150644468
hsa-miR-340-5p,362.776843,0.373097002,0.506289034,0.736924911,0.461168014,0.96376268,,1108.232975,-0.127018438,0.428373714,-0.296513147,0.766838228,0.998389561,0.50011544
hsa-miR-342-3p,25.27411938,-0.696211094,0.441154725,-1.578156269,0.114529714,0.900357971,,41.4070194,-0.159624493,0.404347247,-0.394770817,0.693012034,0.998389561,-0.536586601
hsa-miR-345-5p,43.35867353,-0.115677533,0.400010561,-0.289186198,0.772438893,0.96376268,,110.8659146,0.057696923,0.342261597,0.168575509,0.866130545,0.998389561,-0.173374456
hsa-miR-34a-5p,12.34785133,0.157414291,0.579405435,0.271682455,0.785866193,0.96376268,,49.88416713,-0.324062323,0.406968142,-0.796284253,0.425866836,0.998389561,0.481476614
hsa-miR-361-3p,113.0428357,-0.12905076,0.452121358,-0.285433894,0.775311743,0.96376268,,328.1010755,0.040151227,0.395480459,0.101525186,0.919133565,0.998389561,-0.169201987
hsa-miR-361-5p,42.51294621,0.106290805,0.477571593,0.222565175,0.823873943,0.96376268,,113.7203303,-0.090882361,0.380328023,-0.238957835,0.811138278,0.998389561,0.197173166
hsa-miR-3613-5p,27.79948768,0.327649644,0.461290968,0.710288443,0.477525285,0.96376268,,96.38167699,0.16004691,0.353552289,0.452682433,0.650777431,0.998389561,0.167602734
hsa-miR-3615-3p,153.4870119,-0.307996044,0.479200551,-0.642728901,0.520400025,0.96376268,,606.1462105,0.196138035,0.373957442,0.524492931,0.599935735,0.998389561,-0.504134079
hsa-miR-362-5p,21.10972059,0.19072179,0.508224259,0.375270929,0.707458984,0.96376268,,71.49014101,0.1627564,0.386122802,0.421514605,0.673379348,0.998389561,0.02796539
hsa-miR-363-3p,20.81557436,-1.895657264,0.551444581,-3.437620627,0.000586849,0.210678887,,37.69461124,-2.823907879,0.422837486,-6.678470976,2.41E-11,8.84E-09,0.928250615
hsa-miR-365a-3p,14.88174451,-0.622441603,0.50434783,-1.234151444,0.217146477,0.928042681,,80.01591804,-0.347383079,0.384671026,-0.903065362,0.366491206,0.998389561,-0.275058524
hsa-miR-365b-3p,14.88174451,-0.622441603,0.50434783,-1.234151444,0.217146477,0.928042681,,79.89265343,-0.344589719,0.384358773,-0.896531425,0.369969004,0.998389561,-0.277851884
hsa-miR-374a-3p,66.05057645,0.059013128,0.481823213,0.122478799,0.902519836,0.96376268,,157.5630059,-0.326725007,0.424363101,-0.769918512,0.441348232,0.998389561,0.385738135
hsa-miR-374a-5p,29.52344688,0.110313205,0.4760027,0.231749116,0.816732881,0.96376268,,87.48173046,0.128531091,0.34541582,0.372105399,0.709814377,0.998389561,-0.018217886
hsa-miR-374b-3p,9.423633773,0.351412314,0.509664619,0.689497174,0.490510451,0.96376268,,19.63266148,-0.221976021,0.41572747,-0.533946002,0.593378894,0.998389561,0.573388335
hsa-miR-374b-5p,203.3121837,0.14819146,0.423326146,0.35006451,0.726290285,0.96376268,,500.4932624,0.209004485,0.346832821,0.602608726,0.546769014,0.998389561,-0.060813025
hsa-miR-375-3p,719.8568952,-0.055609035,0.578847765,-0.096068497,0.923466172,0.96376268,,1363.830256,0.816177814,0.422963825,1.929663404,0.053648557,0.569622051,-0.871786849
hsa-miR-378a-3p,2489.622075,0.354198195,0.351224824,1.008465719,0.313230937,0.96376268,,3740.439556,0.394013691,0.31893994,1.23538523,0.216687167,0.979104978,-0.039815496
hsa-miR-378a-5p,12.21509029,0.051103336,0.482975102,0.105809462,0.91573353,0.96376268,,49.38982649,0.397203517,0.359391841,1.105210169,0.269068531,0.998389561,-0.346100181
hsa-miR-378c-5p,1235.140061,0.217851417,0.395693234,0.550556336,0.581937848,0.96376268,,1648.091457,0.237342768,0.324069462,0.732382395,0.463935201,0.998389561,-0.019491351
hsa-miR-378d-1-3p,59.02151097,0.42220812,0.470979848,0.896446252,0.370014474,0.96376268,,100.5206107,-0.027025199,0.352717852,-0.076619879,0.938925945,0.998389561,0.449233319
hsa-miR-378d-2-5p,58.59555569,0.459796791,0.475299201,0.967383893,0.333352159,0.96376268,,99.8126524,-0.009533476,0.353951819,-0.026934389,0.978512065,0.998389561,0.469330267
hsa-miR-378e-3p,21.89076156,0.646842793,0.483925142,1.336658788,0.18133404,0.900357971,,25.49587508,0.258565675,0.40076545,0.645179557,0.518810832,0.998389561,0.388277118
hsa-miR-378f-3p,25.76519585,0.62909296,0.501965473,1.253259425,0.21011131,0.928042681,,39.3310624,0.104629999,0.372967207,0.280534044,0.77906781,0.998389561,0.524462961
hsa-miR-378g-5p,10.1289309,-0.129407891,0.494142501,-0.261883749,0.793411069,0.96376268,,13.8420111,0.816573855,0.43532279,1.875789352,0.060684211,0.582016494,-0.945981746
hsa-miR-378i-5p,309.7107601,0.270572188,0.457427814,0.591507949,0.554180131,0.96376268,,634.5474108,0.377463284,0.33287238,1.133957956,0.256812185,0.998389561,-0.106891096
hsa-miR-3912-3p,5.558689526,-0.293771264,0.559529535,-0.525032632,0.599560507,0.96376268,,14.93615348,0.34764644,0.449202399,0.773919377,0.43897847,0.998389561,-0.641417704
hsa-miR-421-3p,53.59871777,-0.298688265,0.394790164,-0.756574738,0.449304681,0.96376268,,77.97719715,0.028641,0.346529892,0.082650878,0.934129145,0.998389561,-0.327329265
hsa-miR-422a-5p,12.65774078,0.062290851,0.504372168,0.123501761,0.90170978,0.96376268,,15.19774275,0.404517096,0.41517236,0.974335323,0.329890071,0.998389561,-0.342226245
hsa-miR-423-3p,618.5670532,0.853296074,0.494190104,1.726655526,0.084229547,0.775343782,,2743.598724,0.260276321,0.350850546,0.741843853,0.458181947,0.998389561,0.593019753
hsa-miR-423-5p,250.6860757,-0.212519824,0.531875389,-0.399566945,0.689475507,0.96376268,,463.1685284,-0.277193255,0.348087104,-0.796333021,0.425838497,0.998389561,0.064673431
hsa-miR-424-3p,106.7967066,-0.849796979,0.477092221,-1.781200662,0.074879676,0.754754498,,543.5460635,-0.699732265,0.397065286,-1.762259983,0.078025382,0.634606438,-0.150064714
hsa-miR-424-5p,31.45650233,-1.337661685,0.426388664,-3.13718867,0.001705763,0.3061845,,254.9352785,-1.088650787,0.444591501,-2.448654066,0.014339109,0.387149402,-0.249010898
hsa-miR-425-3p,42.97823625,-0.207047972,0.488628092,-0.423733254,0.67176036,0.96376268,,92.58107932,0.113218605,0.371568481,0.304704546,0.760591187,0.998389561,-0.320266577
hsa-miR-425-5p,235.516154,-0.259471281,0.451731109,-0.574393207,0.565701748,0.96376268,,701.1491189,0.169529877,0.342052379,0.495625488,0.620158667,0.998389561,-0.429001158
hsa-miR-4286-5p,8.827694762,0.810999362,0.566864197,1.430676634,0.152522913,0.900357971,,13.4261015,-0.057939373,0.429384065,-0.134936012,0.892662466,0.998389561,0.868938735
hsa-miR-429-3p,1714.659815,-0.923409191,0.472056623,-1.956140737,0.050448577,0.754754498,,6285.414572,0.001938255,0.387673729,0.004999706,0.996010828,0.998389561,-0.925347446
hsa-miR-4324-3p,2.058397954,-0.34414342,0.588888183,-0.584395187,0.558954464,0.96376268,,21.5346294,0.313286177,0.427302335,0.733172163,0.463453431,0.998389561,-0.657429597
hsa-miR-4419a-5p,5.540031162,-0.288117993,0.566076042,-0.50897401,0.610770442,0.96376268,,7.289086338,-0.263478199,0.46062015,-0.572007541,0.567316866,0.998389561,-0.024639794
hsa-miR-4448-3p,25.19051612,-1.256288146,0.585786191,-2.144618918,0.031983328,0.720402296,,13.98881923,-0.172214475,0.46200188,-0.372757088,0.709329243,0.998389561,-1.084073671
hsa-miR-4454-5p,59.10083241,0.371912999,0.583428533,0.637461109,0.523824535,0.96376268,,121.5466248,0.55433946,0.379395488,1.46111242,0.143984592,0.878306013,-0.182426461
hsa-miR-4485-3p,2.595369722,-0.420471148,0.593972566,-0.70789658,0.479009484,0.96376268,,11.07500042,-0.074570629,0.462660653,-0.161177806,0.871953361,0.998389561,-0.345900519
hsa-miR-4497-5p,4.1985459,0.783228996,0.56945879,1.375391882,0.169009984,0.900357971,,52.42570399,-0.29803267,0.39921221,-0.746551991,0.455334037,0.998389561,1.081261666
hsa-miR-450a-1-5p,99.51430328,0.06109529,0.417411483,0.146367057,0.883631632,0.96376268,,453.0831249,-0.565075855,0.438188513,-1.289572498,0.19719913,0.968774674,0.626171145
hsa-miR-450a-2-5p,99.59768369,0.063027735,0.417315011,0.151031556,0.879950824,0.96376268,,453.0831249,-0.565075855,0.438188513,-1.289572498,0.19719913,0.968774674,0.62810359
hsa-miR-450b-5p,89.46288644,-0.335429417,0.464343123,-0.722374039,0.470064544,0.96376268,,212.2764804,-0.503363987,0.398433042,-1.263359042,0.206460176,0.968774674,0.16793457
hsa-miR-4521-5p,37.42191061,1.642008417,0.58966376,2.78465208,0.005358519,0.384741635,,203.0509533,-0.212637669,0.35958719,-0.591338276,0.554293788,0.998389561,1.854646086
hsa-miR-454-3p,25.43450177,-0.066510952,0.434770489,-0.152979454,0.878414478,0.96376268,,152.1319343,0.185313575,0.349409916,0.530361523,0.595861298,0.998389561,-0.251824527
hsa-miR-454-5p,8.208690619,0.069234326,0.531913969,0.13016076,0.89643924,0.96376268,,14.23011337,-0.04752562,0.431348908,-0.110179066,0.912267364,0.998389561,0.116759946
hsa-miR-455-5p,28.00720843,-0.066657144,0.510407026,-0.130596055,0.896094864,0.96376268,,70.24125517,-0.030949822,0.385295911,-0.080327409,0.935976859,0.998389561,-0.035707322
hsa-miR-4664-3p,9.692306078,0.155026343,0.517483729,0.299577232,0.764499653,0.96376268,,24.46249736,-0.381890528,0.440215229,-0.867508672,0.385663363,0.998389561,0.536916871
hsa-miR-4677-3p,4.862862928,0.365191811,0.528075728,0.691551973,0.489218731,0.96376268,,16.70920319,-0.210137849,0.414334465,-0.50716961,0.612035816,0.998389561,0.57532966
hsa-miR-4791-5p,199.8404282,-1.428371974,0.592704399,-2.40992302,NA,NA,,180.1279182,-0.542859886,0.389861648,-1.392442394,0.163788474,0.892676756,-0.885512088
hsa-miR-484-5p,51.87809413,0.803804277,0.507301267,1.584471259,0.113086517,0.900357971,,203.9644536,-0.197162616,0.404594164,-0.487309589,0.626038953,0.998389561,1.000966893
hsa-miR-499a-5p,15.63788437,-0.601275274,0.478814285,-1.255758845,0.209203417,0.928042681,,54.03948613,0.13614126,0.374544374,0.363484996,0.716242619,0.998389561,-0.737416534
hsa-miR-500a-3p,51.62470578,0.532466255,0.502305878,1.060043847,0.289124652,0.96376268,,84.468902,-0.269757091,0.372441862,-0.724293153,0.46888578,0.998389561,0.802223346
hsa-miR-501-3p,20.60800604,-0.016367145,0.5175474,-0.031624436,0.974771556,0.991676768,,37.10298151,-0.286439713,0.390454956,-0.733605013,0.463189505,0.998389561,0.270072568
hsa-miR-502-3p,52.05097301,0.26526683,0.460074506,0.576573634,0.564227514,0.96376268,,51.30202633,-0.398999324,0.394098374,-1.012435854,0.311329702,0.998389561,0.664266154
hsa-miR-503-5p,88.73059423,-0.071788566,0.450028425,-0.15952007,0.873259147,0.96376268,,289.7944413,-0.535885038,0.377699356,-1.418813746,0.155953324,0.892676756,0.464096472
hsa-miR-505-3p,10.65077173,0.403748979,0.491070255,0.822181703,0.41097349,0.96376268,,31.75371012,-0.00820799,0.410491292,-0.019995528,0.98404694,0.998389561,0.411956969
hsa-miR-5096-3p,5.121454773,0.497785639,0.539453635,0.922758892,0.356132868,0.96376268,,35.66087888,0.019700352,0.426178811,0.046225556,0.963130474,0.998389561,0.478085287
hsa-miR-532-5p,778.9500995,0.228492335,0.433873334,0.526633737,0.598447959,0.96376268,,1531.063521,-0.122744633,0.36785337,-0.333678152,0.738622437,0.998389561,0.351236968
hsa-miR-542-3p,66.74138483,-0.236818067,0.429943508,-0.550812055,0.581762519,0.96376268,,224.4667739,-0.482071057,0.410100356,-1.175495338,0.239796601,0.998389561,0.24525299
hsa-miR-548k-5p,11.86347258,0.09279787,0.483349527,0.19198916,0.847750696,0.96376268,,33.257373,0.204450412,0.408639667,0.500319545,0.616850094,0.998389561,-0.111652542
hsa-miR-548o-2-3p,40.24955193,0.191236583,0.452219102,0.422884796,0.672379316,0.96376268,,40.42478283,0.523124067,0.412467764,1.268278669,0.204698452,0.968774674,-0.331887484
hsa-miR-548o-3p,40.24955193,0.191236583,0.452219102,0.422884796,0.672379316,0.96376268,,40.42478283,0.523124067,0.412467764,1.268278669,0.204698452,0.968774674,-0.331887484
hsa-miR-548x-2-3p,5.958343832,-0.166206708,0.568618606,-0.292299102,0.770057946,0.96376268,,11.50041418,0.059179192,0.43623848,0.135657892,0.892091737,0.998389561,-0.2253859
hsa-miR-548x-3p,13.11666551,-0.220177017,0.582970958,-0.377680936,0.705667631,0.96376268,,28.37355131,-0.104986894,0.387823321,-0.270708047,0.786615587,0.998389561,-0.115190123
hsa-miR-574-3p,17.28716767,0.904293094,0.517108603,1.748748889,0.080334435,0.758949006,,50.87717183,0.899325417,0.423602231,2.123042212,0.033750315,0.457504267,0.004967677
hsa-miR-574-5p,57.48025254,0.47993287,0.467882077,1.025756049,0.305006588,0.96376268,,95.85470422,1.728871594,0.389049477,4.443834766,8.84E-06,0.001617162,-1.248938724
hsa-miR-576-3p,19.34329295,-0.349013093,0.450377177,-0.774935123,0.438377997,0.96376268,,21.75812275,0.041253418,0.411481114,0.100255921,0.920141151,0.998389561,-0.390266511
hsa-miR-576-5p,14.75683363,0.651265068,0.557051739,1.169128508,0.24235186,0.96376268,,14.12699254,-0.291147821,0.425506755,-0.684237834,0.493824995,0.998389561,0.942412889
hsa-miR-582-3p,10.43129204,0.837773028,0.522603171,1.603076816,0.108917696,0.900357971,,35.18053957,0.970647216,0.398293207,2.437016746,0.014808994,0.387149402,-0.132874188
hsa-miR-584-5p,223.2489367,-0.076219801,0.508493565,-0.149893344,0.880848763,0.96376268,,689.9947255,-0.013872186,0.342164178,-0.040542485,0.967660637,0.998389561,-0.062347615
hsa-miR-585-3p,3.139660949,-0.106359435,0.567714487,-0.187346699,0.85138881,0.96376268,,10.6585348,0.092479017,0.445591636,0.207542085,0.835586529,0.998389561,-0.198838452
hsa-miR-589-5p,27.17650181,0.152078874,0.438160747,0.34708466,0.728527718,0.96376268,,64.41983042,0.243619369,0.356495655,0.683372617,0.494371418,0.998389561,-0.091540495
hsa-miR-590-3p,6.871570184,0.271209358,0.559222159,0.484976057,0.627693329,0.96376268,,32.89114935,-0.084036785,0.419326967,-0.200408731,0.841160932,0.998389561,0.355246143
hsa-miR-6087-3p,6.622213804,-0.126109029,0.52958429,-0.238128343,0.811781553,0.96376268,,20.9689864,0.007045703,0.452759418,0.015561693,0.987584067,0.998389561,-0.133154732
hsa-miR-6131-3p,146.9491856,-0.96360188,0.579606921,-1.662509272,NA,NA,,34.03028548,0.4278857,0.460108543,0.929966868,0.352388239,0.998389561,-1.39148758
hsa-miR-615-3p,43.1862712,0.707953854,0.430713725,1.643676096,0.100243126,0.872358014,,234.00403,-0.293285857,0.418968651,-0.700018619,0.483915677,0.998389561,1.001239711
hsa-miR-625-3p,12.81867018,-0.601475403,0.473153148,-1.271206595,0.203655161,0.928042681,,59.19492064,-0.40215961,0.383392296,-1.04895068,0.294200819,0.998389561,-0.199315793
hsa-miR-629-5p,85.12231218,0.92836533,0.506334782,1.833501,0.0667281,0.754754498,,66.37271845,0.987007127,0.370788353,2.661915133,0.007769747,0.381487748,-0.058641797
hsa-miR-651-5p,33.32488729,0.554674506,0.557751764,0.994482746,0.319987901,0.96376268,,73.37942309,0.738235644,0.436260825,1.692188713,0.090609998,0.681270893,-0.183561138
hsa-miR-6510-3p,4.199145175,0.121634726,0.578837802,0.210136113,0.83356144,0.96376268,,20.44781395,0.721738511,0.427302493,1.689057569,0.091208398,0.681270893,-0.600103785
hsa-miR-652-3p,46.96255265,0.196261118,0.44431555,0.441715619,0.658695006,0.96376268,,57.33848889,-0.386496249,0.369728723,-1.045350889,0.295860826,0.998389561,0.582757367
hsa-miR-660-5p,92.2992302,-1.038059674,0.535636687,-1.937992111,0.052624185,0.754754498,,134.8588136,-0.417232357,0.365322744,-1.142092473,0.253415584,0.998389561,-0.620827317
hsa-miR-671-3p,9.486153446,0.159503225,0.530744196,0.300527497,0.763774826,0.96376268,,54.91406298,0.292329061,0.398714433,0.733179029,0.463449244,0.998389561,-0.132825836
hsa-miR-671-5p,2.177217524,-0.159749783,0.588267575,-0.271559729,0.785960568,0.96376268,,37.72211818,0.44839535,0.400646598,1.119179226,0.263063686,0.998389561,-0.608145133
hsa-miR-6842-3p,3.474823158,0.271477684,0.561534447,0.483456866,0.62877138,0.96376268,,10.83405092,-0.046584554,0.441930931,-0.105411391,0.916049378,0.998389561,0.318062238
hsa-miR-6868-3p,3.774614053,-0.350747423,0.563339123,-0.622622163,0.533532843,0.96376268,,20.33211836,0.350623848,0.428091075,0.819040314,0.412763413,0.998389561,-0.701371271
hsa-miR-7-1-5p,661.5803885,0.689087526,0.516902039,1.333110482,0.18249555,0.900357971,,1552.685357,0.19869414,0.415246629,0.478496696,0.632296726,0.998389561,0.490393386
hsa-miR-7-2-5p,660.7703384,0.688552916,0.51719259,1.331327883,0.183081147,0.900357971,,1545.766115,0.200830091,0.415642442,0.48317994,0.628967977,0.998389561,0.487722825
hsa-miR-7-3-5p,660.7092147,0.688872494,0.517170052,1.332003837,0.182858928,0.900357971,,1545.25797,0.198931869,0.415547332,0.478722528,0.632136037,0.998389561,0.489940625
hsa-miR-744-5p,44.30053528,0.821618739,0.571106876,1.438642702,0.150251781,0.900357971,,110.6836023,0.023281061,0.371418962,0.0626814,0.950020209,0.998389561,0.798337678
hsa-miR-760-3p,13.40374874,-0.286870416,0.526519047,-0.544843377,0.585861243,0.96376268,,8.01101324,-0.055132315,0.449951856,-0.122529365,0.902479791,0.998389561,-0.231738101
